condition_id,task,distractor_type,noise_count,gold_count,menu_size,gold_fraction,gold_positions,mean_distractor_gold_similarity,max_distractor_gold_similarity,parse_status,parse_mode,selected_count,selected_skill_ids,prompt_tokens,completion_tokens,total_tokens,latency_seconds,retry_count,precision_inclusive,precision_conditional,gold_recall,selection_f1,exact_set_match,complete_gold_coverage,missing_gold_count,extra_skill_count,any_wrong_selection,empty_selection,jaccard
mars-clouds-clustering|hard|n5,mars-clouds-clustering,hard,5,3,8,0.375,2;3;7,0.504526,0.716342,ok,strict,3,BbgnsurfTech--running-clustering-algorithms;aj-geddes--clustering-analysis;benchflow-ai--pareto-optimization,484,12,496,4.6422,0,0.333333,0.333333,0.333333,0.333333,0.0,0.0,2,2,1.0,0.0,0.2
mars-clouds-clustering|random|n10,mars-clouds-clustering,random,10,3,13,0.230769,3;4;11,,,ok,strict,2,benchflow-ai--custom-distance-metrics;benchflow-ai--pareto-optimization,885,9,894,2.8281,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
mars-clouds-clustering|hard|n10,mars-clouds-clustering,hard,10,3,13,0.230769,3;4;11,0.44101,0.716342,ok,strict,5,BbgnsurfTech--running-clustering-algorithms;aj-geddes--clustering-analysis;benchflow-ai--custom-distance-metrics;benchflow-ai--pareto-optimization;jeremylongshore--running-clustering-algorithms,703,23,726,3.2959,0,0.4,0.4,0.666667,0.5,0.0,0.0,1,3,1.0,0.0,0.333333
mars-clouds-clustering|random|n20,mars-clouds-clustering,random,20,3,23,0.130435,5;6;19,,,ok,strict,2,benchflow-ai--custom-distance-metrics;benchflow-ai--pareto-optimization,1351,14,1365,3.1773,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
mars-clouds-clustering|hard|n20,mars-clouds-clustering,hard,20,3,23,0.130435,3;4;16,0.439297,0.716342,ok,strict,8,BbgnsurfTech--running-clustering-algorithms;aj-geddes--clustering-analysis;benchflow-ai--custom-distance-metrics;benchflow-ai--pareto-optimization;davila7--pymoo;davila7--scikit-learn;eyadsibai--scikit-learn;jeremylongshore--running-clustering-algorithms,1241,56,1297,3.606,0,0.25,0.25,0.666667,0.363636,0.0,0.0,1,6,1.0,0.0,0.222222
mhc-layer-impl|shared|n0,mhc-layer-impl,shared,0,3,3,1.0,1;2;3,,,ok,strict,2,benchflow-ai--modal-gpu;benchflow-ai--nanogpt-training,320,9,329,3.0521,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
mhc-layer-impl|random|n2,mhc-layer-impl,random,2,3,5,0.6,2;3;4,,,ok,strict,2,benchflow-ai--modal-gpu;benchflow-ai--nanogpt-training,417,9,426,2.68,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
mhc-layer-impl|hard|n2,mhc-layer-impl,hard,2,3,5,0.6,2;3;4,0.641515,0.818359,ok,strict,2,benchflow-ai--modal-gpu;benchflow-ai--nanogpt-training,443,9,452,2.5746,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
mhc-layer-impl|random|n5,mhc-layer-impl,random,5,3,8,0.375,2;3;5,,,ok,strict,2,benchflow-ai--modal-gpu;benchflow-ai--nanogpt-training,510,9,519,2.2359,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
mhc-layer-impl|hard|n5,mhc-layer-impl,hard,5,3,8,0.375,2;4;5,0.629102,0.818359,ok,strict,3,benchflow-ai--modal-gpu;benchflow-ai--nanogpt-training;eyadsibai--modal,612,12,624,4.3777,0,0.666667,0.666667,0.666667,0.666667,0.0,0.0,1,1,1.0,0.0,0.5
mhc-layer-impl|random|n10,mhc-layer-impl,random,10,3,13,0.230769,3;4;6,,,ok,strict,2,benchflow-ai--modal-gpu;benchflow-ai--nanogpt-training,895,9,904,2.593,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
mhc-layer-impl|hard|n10,mhc-layer-impl,hard,10,3,13,0.230769,5;7;8,0.599633,0.818359,ok,strict,6,benchflow-ai--modal-gpu;benchflow-ai--nanogpt-training;eyadsibai--modal;ferdousbhai--modal-deployment;itsmostafa--pytorch;orchestra-research--nanogpt,923,27,950,2.6964,0,0.333333,0.333333,0.666667,0.444444,0.0,0.0,1,4,1.0,0.0,0.285714
mhc-layer-impl|random|n20,mhc-layer-impl,random,20,3,23,0.130435,7;8;10,,,ok,strict,2,benchflow-ai--modal-gpu;benchflow-ai--nanogpt-training,1474,9,1483,2.4016,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
mhc-layer-impl|hard|n20,mhc-layer-impl,hard,20,3,23,0.130435,8;10;12,0.549373,0.818359,ok,strict,10,Orchestra-Research--modal-serverless-gpu;benchflow-ai--modal-gpu;benchflow-ai--nanogpt-training;davila7--modal;eyadsibai--modal;ferdousbhai--modal-deployment;itsmostafa--pytorch;mindrally--pytorch;orchestra-research--nanogpt;tondevrel--pytorch,1555,43,1598,3.2706,0,0.2,0.2,0.666667,0.307692,0.0,0.0,1,8,1.0,0.0,0.181818
multilingual-video-dubbing|shared|n0,multilingual-video-dubbing,shared,0,6,6,1.0,1;2;3;4;5;6,,,ok,strict,2,benchflow-ai--FFmpeg Audio Processing;benchflow-ai--TTS Audio Mastering,278,9,287,3.5832,0,1.0,1.0,0.333333,0.5,0.0,0.0,4,0,0.0,0.0,0.333333
multilingual-video-dubbing|random|n2,multilingual-video-dubbing,random,2,6,8,0.75,1;2;3;4;5;8,,,ok,strict,2,benchflow-ai--FFmpeg Audio Processing;benchflow-ai--TTS Audio Mastering,374,9,383,3.178,0,1.0,1.0,0.333333,0.5,0.0,0.0,4,0,0.0,0.0,0.333333
multilingual-video-dubbing|hard|n2,multilingual-video-dubbing,hard,2,6,8,0.75,1;2;3;5;7;8,0.405374,0.435233,ok,strict,2,fal-ai-community--fal-audio;sanjay3290--google-tts,481,9,490,2.7849,0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1.0,0.0,0.0
multilingual-video-dubbing|random|n5,multilingual-video-dubbing,random,5,6,11,0.545455,1;2;3;4;5;11,,,ok,strict,2,benchflow-ai--FFmpeg Audio Processing;benchflow-ai--TTS Audio Mastering,607,9,616,2.3002,0,1.0,1.0,0.333333,0.5,0.0,0.0,4,0,0.0,0.0,0.333333
multilingual-video-dubbing|hard|n5,multilingual-video-dubbing,hard,5,6,11,0.545455,2;3;4;8;10;11,0.397903,0.435233,ok,strict,7,benchflow-ai--FFmpeg Audio Processing;benchflow-ai--FFmpeg Format Conversion;benchflow-ai--TTS Audio Mastering;fal-ai-community--fal-audio;heygen-com--text-to-speech;ilkerzg--fal-audio;sanjay3290--google-tts,685,26,711,3.247,0,0.428571,0.428571,0.5,0.461538,0.0,0.0,3,4,1.0,0.0,0.3
multilingual-video-dubbing|random|n10,multilingual-video-dubbing,random,10,6,16,0.375,2;5;6;7;8;15,0.427492,0.427492,ok,strict,4,benchflow-ai--FFmpeg Audio Processing;benchflow-ai--FFmpeg Format Conversion;benchflow-ai--TTS Audio Mastering;benchflow-ai--openai-tts,786,16,802,3.8487,0,0.75,0.75,0.5,0.6,0.0,0.0,3,1,1.0,0.0,0.428571
multilingual-video-dubbing|hard|n10,multilingual-video-dubbing,hard,10,6,16,0.375,3;4;6;10;12;16,0.409589,0.494686,ok,strict,14,aahl--edge-tts;akrindev--gemini-tts;benchflow-ai--FFmpeg Audio Processing;benchflow-ai--FFmpeg Format Conversion;benchflow-ai--FFmpeg Media Info;benchflow-ai--FFmpeg Video Editing;benchflow-ai--FFmpeg Video Filters;benchflow-ai--TTS Audio Mastering;fal-ai-community--fal-audio;heygen-com--text-to-speech;ilkerzg--fal-audio;sanjay3290--google-tts;tul-sh--text-to-speech;zainhas--together-audio,1160,55,1215,3.1803,0,0.428571,0.428571,1.0,0.6,0.0,1.0,0,8,1.0,0.0,0.428571
multilingual-video-dubbing|random|n20,multilingual-video-dubbing,random,20,6,26,0.230769,2;9;10;13;15;25,0.427492,0.427492,ok,strict,6,benchflow-ai--FFmpeg Audio Processing;benchflow-ai--FFmpeg Format Conversion;benchflow-ai--FFmpeg Video Editing;benchflow-ai--FFmpeg Video Filters;benchflow-ai--TTS Audio Mastering;benchflow-ai--openai-tts,1465,25,1490,4.3325,0,0.833333,0.833333,0.833333,0.833333,0.0,0.0,1,1,1.0,0.0,0.714286
multilingual-video-dubbing|hard|n20,multilingual-video-dubbing,hard,20,6,26,0.230769,5;11;13;18;21;26,0.40599,0.514287,ok,strict,19,aahl--edge-tts;aahl--zai-tts;akrindev--gemini-tts;alsk1992--tts;benchflow-ai--FFmpeg Audio Processing;benchflow-ai--FFmpeg Format Conversion;benchflow-ai--TTS Audio Mastering;benchflow-ai--openai-tts;fal-ai-community--fal-audio;heygen-com--text-to-speech;ilkerzg--fal-audio;itechmeat--inworld;krishagel--local-tts;michaelboeding--voice-generation;sanjay3290--google-tts;sickn33--fal-audio;tul-sh--text-to-speech;xdrshjr--doubao-open-tts;zainhas--together-audio,1623,77,1700,3.8391,0,0.157895,0.157895,0.5,0.24,0.0,0.0,3,16,1.0,0.0,0.136364
offer-letter-generator|shared|n0,offer-letter-generator,shared,0,1,1,1.0,1,,,ok,strict,1,benchflow-ai--docx-1,139,6,145,2.313,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
offer-letter-generator|random|n2,offer-letter-generator,random,2,1,3,0.333333,1,,,ok,strict,1,benchflow-ai--docx-1,260,6,266,3.9382,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
offer-letter-generator|hard|n2,offer-letter-generator,hard,2,1,3,0.333333,2,0.567264,0.607837,ok,strict,3,benchflow-ai--docx-1;vamseeachanta--docx-templates;vasilyu1983--document-docx,269,12,281,3.3391,0,0.333333,0.333333,1.0,0.5,0.0,1.0,0,2,1.0,0.0,0.333333
offer-letter-generator|random|n5,offer-letter-generator,random,5,1,6,0.166667,3,,,ok,strict,1,benchflow-ai--docx-1,373,6,379,2.3423,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
offer-letter-generator|hard|n5,offer-letter-generator,hard,5,1,6,0.166667,4,0.57882,0.6877,ok,strict,5,benchflow-ai--docx-1;openakita--docx;vamseeachanta--docx-templates;vamseeachanta--python-docx;vasilyu1983--document-docx,514,18,532,2.5351,0,0.2,0.2,1.0,0.333333,0.0,1.0,0,4,1.0,0.0,0.2
offer-letter-generator|random|n10,offer-letter-generator,random,10,1,11,0.090909,7,,,ok,strict,1,benchflow-ai--docx-1,554,6,560,2.1456,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
offer-letter-generator|hard|n10,offer-letter-generator,hard,10,1,11,0.090909,7,0.57029,0.740351,ok,strict,5,belumume--docx-template-filling;benchflow-ai--docx-1;vamseeachanta--docx-templates;vamseeachanta--python-docx;vasilyu1983--document-docx,748,19,767,3.2299,0,0.2,0.2,1.0,0.333333,0.0,1.0,0,4,1.0,0.0,0.2
offer-letter-generator|random|n20,offer-letter-generator,random,20,1,21,0.047619,11,,,ok,strict,1,benchflow-ai--docx-1,1067,7,1074,3.8968,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
offer-letter-generator|hard|n20,offer-letter-generator,hard,20,1,21,0.047619,9,0.544402,0.740351,ok,strict,4,belumume--docx-template-filling;benchflow-ai--docx-1;vamseeachanta--docx-templates;vamseeachanta--python-docx,1228,22,1250,3.8573,0,0.25,0.25,1.0,0.4,0.0,1.0,0,3,1.0,0.0,0.25
organize-messy-files|shared|n0,organize-messy-files,shared,0,5,5,1.0,1;2;3;4;5,,,ok,strict,1,benchflow-ai--pdf-1,424,6,430,3.6492,0,1.0,1.0,0.2,0.333333,0.0,0.0,4,0,0.0,0.0,0.2
organize-messy-files|random|n2,organize-messy-files,random,2,5,7,0.714286,1;4;5;6;7,,,ok,strict,1,benchflow-ai--pdf-1,541,6,547,2.2893,0,1.0,1.0,0.2,0.333333,0.0,0.0,4,0,0.0,0.0,0.2
organize-messy-files|hard|n2,organize-messy-files,hard,2,5,7,0.714286,1;3;4;5;6,0.652633,0.733219,ok,strict,3,benchflow-ai--pdf-1;mofa-org--pdf-processing;omer-metin--document-ai,534,12,546,2.9777,0,0.333333,0.333333,0.2,0.25,0.0,0.0,4,2,1.0,0.0,0.142857
organize-messy-files|random|n5,organize-messy-files,random,5,5,10,0.5,1;7;8;9;10,,,ok,strict,2,benchflow-ai--file-organizer;benchflow-ai--pdf-1,691,9,700,3.1197,0,1.0,1.0,0.4,0.571429,0.0,0.0,3,0,0.0,0.0,0.4
organize-messy-files|hard|n5,organize-messy-files,hard,5,5,10,0.5,1;5;6;7;9,0.688409,0.74336,ok,strict,6,89jobrien--pdf-processing;benchflow-ai--pdf-1;davila7--pdf-processing;mofa-org--pdf-processing;omer-metin--document-ai;vamseeachanta--pdf-text-extractor,696,22,718,2.6556,0,0.166667,0.166667,0.2,0.181818,0.0,0.0,4,5,1.0,0.0,0.1
organize-messy-files|random|n10,organize-messy-files,random,10,5,15,0.333333,1;9;10;12;14,,,ok,strict,1,benchflow-ai--pdf-1,992,6,998,2.3527,0,1.0,1.0,0.2,0.333333,0.0,0.0,4,0,0.0,0.0,0.2
organize-messy-files|hard|n10,organize-messy-files,hard,10,5,15,0.333333,1;10;11;12;14,0.728399,0.846884,ok,strict,11,89jobrien--pdf-processing;K-Dense-AI--pdf;benchflow-ai--pdf-1;benchflow-ai--pdf-2;davila7--pdf-processing;jimmc414--pdf;jmagly--pdf-extractor;mindmorass--pdf-harvester;mofa-org--pdf-processing;omer-metin--document-ai;vamseeachanta--pdf-text-extractor,864,44,908,3.1726,0,0.090909,0.090909,0.2,0.125,0.0,0.0,4,10,1.0,0.0,0.066667
organize-messy-files|random|n20,organize-messy-files,random,20,5,25,0.2,4;15;16;18;24,,,ok,strict,1,benchflow-ai--pdf-1,1565,6,1571,3.2541,0,1.0,1.0,0.2,0.333333,0.0,0.0,4,0,0.0,0.0,0.2
organize-messy-files|hard|n20,organize-messy-files,hard,20,5,25,0.2,4;17;18;21;24,0.679968,0.846884,ok,strict,8,aliceisjustplaying--pdf-to-markdown;letta-ai--extracting-pdf-text;oakoss--pdf-tools;omer-metin--document-ai;vamseeachanta--document-rag-pipeline;vamseeachanta--pdf;vamseeachanta--pdf-text-extractor;vanman2024--document-parsers,1580,55,1635,3.3971,0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1.0,0.0,0.0
paper-anonymizer|shared|n0,paper-anonymizer,shared,0,2,2,1.0,1;2,,,ok,strict,1,benchflow-ai--academic-pdf-redaction,192,6,198,2.5089,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
paper-anonymizer|random|n2,paper-anonymizer,random,2,2,4,0.5,1;2,,,ok,strict,2,benchflow-ai--academic-pdf-redaction;benchflow-ai--pdf-1,324,9,333,2.9354,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
paper-anonymizer|hard|n2,paper-anonymizer,hard,2,2,4,0.5,1;2,0.715456,0.733219,ok,strict,1,benchflow-ai--academic-pdf-redaction,296,6,302,3.3106,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
paper-anonymizer|random|n5,paper-anonymizer,random,5,2,7,0.285714,1;5,,,ok,strict,2,benchflow-ai--academic-pdf-redaction;benchflow-ai--pdf-1,637,9,646,2.4114,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
paper-anonymizer|hard|n5,paper-anonymizer,hard,5,2,7,0.285714,2;4,0.664599,0.733219,ok,strict,1,benchflow-ai--academic-pdf-redaction,404,6,410,2.4423,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
paper-anonymizer|random|n10,paper-anonymizer,random,10,2,12,0.166667,5;10,,,ok,strict,2,benchflow-ai--academic-pdf-redaction;benchflow-ai--pdf-1,874,10,884,2.2851,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
paper-anonymizer|hard|n10,paper-anonymizer,hard,10,2,12,0.166667,5;8,0.782771,0.950884,ok,strict,1,benchflow-ai--academic-pdf-redaction,705,6,711,2.6469,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
paper-anonymizer|random|n20,paper-anonymizer,random,20,2,22,0.090909,7;13,,,ok,strict,2,benchflow-ai--academic-pdf-redaction;benchflow-ai--pdf-1,1560,10,1570,2.2388,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
paper-anonymizer|hard|n20,paper-anonymizer,hard,20,2,22,0.090909,9;16,0.766467,0.950884,ok,strict,1,benchflow-ai--academic-pdf-redaction,1291,6,1297,4.2815,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
parallel-tfidf-search|shared|n0,parallel-tfidf-search,shared,0,3,3,1.0,1;2;3,,,ok,strict,1,benchflow-ai--python-parallelization,321,6,327,9.3238,0,1.0,1.0,0.333333,0.5,0.0,0.0,2,0,0.0,0.0,0.333333
parallel-tfidf-search|random|n2,parallel-tfidf-search,random,2,3,5,0.6,2;3;4,,,ok,strict,2,benchflow-ai--python-parallelization;benchflow-ai--workload-balancing,483,9,492,2.4116,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
parallel-tfidf-search|hard|n2,parallel-tfidf-search,hard,2,3,5,0.6,2;3;4,0.38485,0.48241,ok,strict,1,benchflow-ai--python-parallelization,376,6,382,4.7223,0,1.0,1.0,0.333333,0.5,0.0,0.0,2,0,0.0,0.0,0.333333
parallel-tfidf-search|random|n5,parallel-tfidf-search,random,5,3,8,0.375,2;5;6,,,ok,strict,2,benchflow-ai--python-parallelization;benchflow-ai--workload-balancing,670,14,684,2.5377,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
parallel-tfidf-search|hard|n5,parallel-tfidf-search,hard,5,3,8,0.375,3;5;6,0.423642,0.549095,ok,strict,1,benchflow-ai--python-parallelization,460,6,466,2.3016,0,1.0,1.0,0.333333,0.5,0.0,0.0,2,0,0.0,0.0,0.333333
parallel-tfidf-search|random|n10,parallel-tfidf-search,random,10,3,13,0.230769,3;9;10,,,ok,strict,2,benchflow-ai--python-parallelization;benchflow-ai--workload-balancing,1136,10,1146,2.636,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
parallel-tfidf-search|hard|n10,parallel-tfidf-search,hard,10,3,13,0.230769,3;7;11,0.444491,0.598111,ok,strict,1,benchflow-ai--python-parallelization,604,6,610,2.5525,0,1.0,1.0,0.333333,0.5,0.0,0.0,2,0,0.0,0.0,0.333333
parallel-tfidf-search|random|n20,parallel-tfidf-search,random,20,3,23,0.130435,6;13;15,,,ok,strict,2,benchflow-ai--python-parallelization;benchflow-ai--workload-balancing,1778,16,1794,3.013,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
parallel-tfidf-search|hard|n20,parallel-tfidf-search,hard,20,3,23,0.130435,6;12;17,0.422713,0.598111,ok,strict,2,benchflow-ai--parallel-processing;benchflow-ai--python-parallelization,958,23,981,3.747,0,0.5,0.5,0.333333,0.4,0.0,0.0,2,1,1.0,0.0,0.25
pddl-tpp-planning|shared|n0,pddl-tpp-planning,shared,0,1,1,1.0,1,,,ok,strict,1,benchflow-ai--pddl-skills,158,6,164,2.9262,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pddl-tpp-planning|random|n2,pddl-tpp-planning,random,2,1,3,0.333333,2,,,ok,strict,1,benchflow-ai--pddl-skills,342,6,348,2.277,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pddl-tpp-planning|hard|n2,pddl-tpp-planning,hard,2,1,3,0.333333,1,0.561403,0.604814,ok,strict,1,benchflow-ai--pddl-skills,294,6,300,2.7646,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pddl-tpp-planning|random|n5,pddl-tpp-planning,random,5,1,6,0.166667,2,,,ok,strict,1,benchflow-ai--pddl-skills,469,6,475,3.5911,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pddl-tpp-planning|hard|n5,pddl-tpp-planning,hard,5,1,6,0.166667,2,0.5142,0.604814,ok,strict,2,benchflow-ai--pddl-skills;ruvnet--agent-planner,452,9,461,2.533,0,0.5,0.5,1.0,0.666667,0.0,1.0,0,1,1.0,0.0,0.5
pddl-tpp-planning|random|n10,pddl-tpp-planning,random,10,1,11,0.090909,3,,,ok,strict,1,benchflow-ai--pddl-skills,799,6,805,2.4078,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pddl-tpp-planning|hard|n10,pddl-tpp-planning,hard,10,1,11,0.090909,3,0.507677,0.604814,ok,strict,1,benchflow-ai--pddl-skills,643,6,649,2.2587,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pddl-tpp-planning|random|n20,pddl-tpp-planning,random,20,1,21,0.047619,4,,,ok,strict,1,benchflow-ai--pddl-skills,1419,6,1425,2.3499,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pddl-tpp-planning|hard|n20,pddl-tpp-planning,hard,20,1,21,0.047619,5,0.507555,0.604814,ok,strict,1,benchflow-ai--pddl-skills,1233,6,1239,3.4913,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pdf-excel-diff|shared|n0,pdf-excel-diff,shared,0,2,2,1.0,1;2,,,ok,strict,2,benchflow-ai--pdf-1;benchflow-ai--xlsx-1,275,9,284,3.2161,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pdf-excel-diff|random|n2,pdf-excel-diff,random,2,2,4,0.5,1;2,,,ok,strict,2,benchflow-ai--pdf-1;benchflow-ai--xlsx-1,360,9,369,4.0319,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pdf-excel-diff|hard|n2,pdf-excel-diff,hard,2,2,4,0.5,1;2,0.428306,0.609513,ok,strict,4,benchflow-ai--pdf-1;benchflow-ai--pdf-3;benchflow-ai--xlsx-1;vamseeachanta--sweetviz,379,15,394,3.6112,0,0.5,0.5,1.0,0.666667,0.0,1.0,0,2,1.0,0.0,0.5
pdf-excel-diff|random|n5,pdf-excel-diff,random,5,2,7,0.285714,1;2,,,ok,strict,2,benchflow-ai--pdf-1;benchflow-ai--xlsx-1,495,9,504,3.4043,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pdf-excel-diff|hard|n5,pdf-excel-diff,hard,5,2,7,0.285714,1;2,0.523784,0.703732,ok,strict,3,benchflow-ai--pdf-1;benchflow-ai--pdf-3;benchflow-ai--xlsx-1,621,12,633,2.5394,0,0.666667,0.666667,1.0,0.8,0.0,1.0,0,1,1.0,0.0,0.666667
pdf-excel-diff|random|n10,pdf-excel-diff,random,10,2,12,0.166667,1;2,,,ok,strict,2,benchflow-ai--pdf-1;benchflow-ai--xlsx-1,804,9,813,2.6589,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pdf-excel-diff|hard|n10,pdf-excel-diff,hard,10,2,12,0.166667,1;4,0.625058,0.761662,ok,strict,8,89jobrien--pdf-processing;benchflow-ai--pdf-1;benchflow-ai--pdf-3;benchflow-ai--xlsx-1;harryoung--excel-parser;oakoss--pdf-tools;omer-metin--document-ai;vamseeachanta--pdf,883,52,935,3.5025,0,0.25,0.25,1.0,0.4,0.0,1.0,0,6,1.0,0.0,0.25
pdf-excel-diff|random|n20,pdf-excel-diff,random,20,2,22,0.090909,1;2,,,ok,strict,2,benchflow-ai--pdf-1;benchflow-ai--xlsx-1,1445,13,1458,3.3218,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
pdf-excel-diff|hard|n20,pdf-excel-diff,hard,20,2,22,0.090909,1;6,0.630906,0.950884,ok,strict,14,89jobrien--pdf-processing;benchflow-ai--pdf-1;benchflow-ai--pdf-3;benchflow-ai--xlsx-1;benchflow-ai--xlsx-3;composiohq--pdf;dedalus-erp-pas--pdf;harryoung--excel-parser;henkisdabro--pdf-processing-pro;oakoss--pdf-tools;omer-metin--document-ai;vamseeachanta--pdf;vanman2024--document-parsers;wwwzhouhui--excel-report-generator,1594,88,1682,5.0723,0,0.142857,0.142857,1.0,0.25,0.0,1.0,0,12,1.0,0.0,0.142857
pedestrian-traffic-counting|shared|n0,pedestrian-traffic-counting,shared,0,4,4,1.0,1;2;3;4,,,ok,strict,1,benchflow-ai--gemini-count-in-video,251,6,257,3.0982,0,1.0,1.0,0.25,0.4,0.0,0.0,3,0,0.0,0.0,0.25
pedestrian-traffic-counting|random|n2,pedestrian-traffic-counting,random,2,4,6,0.666667,2;4;5;6,,,ok,strict,2,benchflow-ai--gemini-count-in-video;benchflow-ai--video-frame-extraction,336,9,345,2.2975,0,1.0,1.0,0.5,0.666667,0.0,0.0,2,0,0.0,0.0,0.5
pedestrian-traffic-counting|hard|n2,pedestrian-traffic-counting,hard,2,4,6,0.666667,1;2;3;6,0.486942,0.565541,ok,strict,4,benchflow-ai--gemini-count-in-video;benchflow-ai--video-frame-extraction;curiositech--computer-vision-pipeline;tondevrel--opencv,419,15,434,2.721,0,0.5,0.5,0.5,0.5,0.0,0.0,2,2,1.0,0.0,0.333333
pedestrian-traffic-counting|random|n5,pedestrian-traffic-counting,random,5,4,9,0.444444,2;5;6;9,,,ok,strict,2,benchflow-ai--gemini-count-in-video;benchflow-ai--video-frame-extraction,465,9,474,3.1784,0,1.0,1.0,0.5,0.666667,0.0,0.0,2,0,0.0,0.0,0.5
pedestrian-traffic-counting|hard|n5,pedestrian-traffic-counting,hard,5,4,9,0.444444,1;3;4;9,0.425028,0.565541,ok,strict,5,benchflow-ai--gemini-count-in-video;curiositech--computer-vision-pipeline;davila7--senior-computer-vision;mindrally--computer-vision-opencv;tondevrel--opencv,627,18,645,3.1204,0,0.2,0.2,0.25,0.222222,0.0,0.0,3,4,1.0,0.0,0.125
pedestrian-traffic-counting|random|n10,pedestrian-traffic-counting,random,10,4,14,0.285714,4;9;10;14,,,ok,strict,2,benchflow-ai--gemini-count-in-video;benchflow-ai--video-frame-extraction,669,10,679,3.3458,0,1.0,1.0,0.5,0.666667,0.0,0.0,2,0,0.0,0.0,0.5
pedestrian-traffic-counting|hard|n10,pedestrian-traffic-counting,hard,10,4,14,0.285714,1;5;6;14,0.410627,0.565541,ok,strict,6,benchflow-ai--gemini-count-in-video;curiositech--computer-vision-pipeline;davila7--senior-computer-vision;letta-ai--video-processing;mindrally--computer-vision-opencv;tondevrel--opencv,825,23,848,3.8773,0,0.166667,0.166667,0.25,0.2,0.0,0.0,3,5,1.0,0.0,0.111111
pedestrian-traffic-counting|random|n20,pedestrian-traffic-counting,random,20,4,24,0.166667,8;16;17;23,,,ok,strict,2,benchflow-ai--gemini-count-in-video;benchflow-ai--video-frame-extraction,1231,10,1241,3.3576,0,1.0,1.0,0.5,0.666667,0.0,0.0,2,0,0.0,0.0,0.5
pedestrian-traffic-counting|hard|n20,pedestrian-traffic-counting,hard,20,4,24,0.166667,2;10;11;24,0.371336,0.565541,ok,strict,4,benchflow-ai--gemini-count-in-video;curiositech--computer-vision-pipeline;letta-ai--video-processing;tondevrel--opencv,1391,24,1415,2.4446,0,0.25,0.25,0.25,0.25,0.0,0.0,3,3,1.0,0.0,0.142857
