task,condition,repeat,skill_id,retrieval_correct,relevance_rank,reciprocal_relevance_rank,top10_relevant,top100_relevant
latex-formula-extraction,random_wrong,1,indranilbanerjee--pdf-report,False,,0.0,0.0,0.0
latex-formula-extraction,no_skill,2,,,,0.0,0.0,0.0
latex-formula-extraction,gold_skill,2,benchflow-ai--marker,True,42,0.023809523809523808,0.0,1.0
latex-formula-extraction,retrieved_top1_full,2,huangwb8--make-latex-model,False,130,0.007692307692307693,0.0,0.0
latex-formula-extraction,hard_distractor,2,huangwb8--make-latex-model,False,130,0.007692307692307693,0.0,0.0
latex-formula-extraction,random_wrong,2,flpbalada--visual-cues-cta-psychology,False,,0.0,0.0,0.0
lean4-proof,no_skill,0,,,,0.0,0.0,0.0
lean4-proof,gold_skill,0,benchflow-ai--lean4-memories,True,,0.0,0.0,0.0
lean4-proof,retrieved_top1_full,0,plurigrid--aristotle-lean,False,,0.0,0.0,0.0
lean4-proof,hard_distractor,0,plurigrid--aristotle-lean,False,,0.0,0.0,0.0
lean4-proof,random_wrong,0,oimiragieo--track-management,False,,0.0,0.0,0.0
lean4-proof,no_skill,1,,,,0.0,0.0,0.0
lean4-proof,gold_skill,1,benchflow-ai--lean4-memories,True,,0.0,0.0,0.0
lean4-proof,retrieved_top1_full,1,plurigrid--aristotle-lean,False,,0.0,0.0,0.0
lean4-proof,hard_distractor,1,plurigrid--aristotle-lean,False,,0.0,0.0,0.0
lean4-proof,random_wrong,1,troykelly--worker-handover,False,,0.0,0.0,0.0
lean4-proof,no_skill,2,,,,0.0,0.0,0.0
lean4-proof,gold_skill,2,benchflow-ai--lean4-memories,True,,0.0,0.0,0.0
lean4-proof,retrieved_top1_full,2,plurigrid--aristotle-lean,False,,0.0,0.0,0.0
lean4-proof,hard_distractor,2,plurigrid--aristotle-lean,False,,0.0,0.0,0.0
lean4-proof,random_wrong,2,yonatangross--product-frameworks,False,,0.0,0.0,0.0
manufacturing-codebook-normalization,no_skill,0,,,,0.0,0.0,0.0
manufacturing-codebook-normalization,gold_skill,0,benchflow-ai--manufacturing-failure-reason-codebook-normalization,True,852,0.0011737089201877935,0.0,0.0
manufacturing-codebook-normalization,retrieved_top1_full,0,cjinhuo--text-search-engine,False,,0.0,0.0,0.0
manufacturing-codebook-normalization,hard_distractor,0,cjinhuo--text-search-engine,False,,0.0,0.0,0.0
manufacturing-codebook-normalization,random_wrong,0,JordanGunn--prompt-compile,False,,0.0,0.0,0.0
manufacturing-codebook-normalization,no_skill,1,,,,0.0,0.0,0.0
manufacturing-codebook-normalization,gold_skill,1,benchflow-ai--manufacturing-failure-reason-codebook-normalization,True,852,0.0011737089201877935,0.0,0.0
manufacturing-codebook-normalization,retrieved_top1_full,1,cjinhuo--text-search-engine,False,,0.0,0.0,0.0
manufacturing-codebook-normalization,hard_distractor,1,cjinhuo--text-search-engine,False,,0.0,0.0,0.0
manufacturing-codebook-normalization,random_wrong,1,terrylica--analyze,False,,0.0,0.0,0.0
manufacturing-codebook-normalization,no_skill,2,,,,0.0,0.0,0.0
manufacturing-codebook-normalization,gold_skill,2,benchflow-ai--manufacturing-failure-reason-codebook-normalization,True,852,0.0011737089201877935,0.0,0.0
manufacturing-codebook-normalization,retrieved_top1_full,2,cjinhuo--text-search-engine,False,,0.0,0.0,0.0
manufacturing-codebook-normalization,hard_distractor,2,cjinhuo--text-search-engine,False,,0.0,0.0,0.0
manufacturing-codebook-normalization,random_wrong,2,founderjourney--seo-geo-skills,False,,0.0,0.0,0.0
manufacturing-equipment-maintenance,no_skill,0,,,,0.0,0.0,0.0
manufacturing-equipment-maintenance,gold_skill,0,benchflow-ai--reflow-profile-compliance-toolkit,True,167,0.005988023952095809,0.0,0.0
manufacturing-equipment-maintenance,retrieved_top1_full,0,benchflow-ai--csv-processing,False,742,0.0013477088948787063,0.0,0.0
manufacturing-equipment-maintenance,hard_distractor,0,w2112515--data-analysis,False,,0.0,0.0,0.0
manufacturing-equipment-maintenance,random_wrong,0,rbarcante--java-best-practices,False,,0.0,0.0,0.0
manufacturing-equipment-maintenance,no_skill,1,,,,0.0,0.0,0.0
manufacturing-equipment-maintenance,gold_skill,1,benchflow-ai--reflow-profile-compliance-toolkit,True,167,0.005988023952095809,0.0,0.0
manufacturing-equipment-maintenance,retrieved_top1_full,1,benchflow-ai--csv-processing,False,742,0.0013477088948787063,0.0,0.0
manufacturing-equipment-maintenance,hard_distractor,1,w2112515--data-analysis,False,,0.0,0.0,0.0
manufacturing-equipment-maintenance,random_wrong,1,decebals--spring-boot-patterns,False,,0.0,0.0,0.0
manufacturing-equipment-maintenance,no_skill,2,,,,0.0,0.0,0.0
manufacturing-equipment-maintenance,gold_skill,2,benchflow-ai--reflow-profile-compliance-toolkit,True,167,0.005988023952095809,0.0,0.0
manufacturing-equipment-maintenance,retrieved_top1_full,2,benchflow-ai--csv-processing,False,742,0.0013477088948787063,0.0,0.0
manufacturing-equipment-maintenance,hard_distractor,2,w2112515--data-analysis,False,,0.0,0.0,0.0
manufacturing-equipment-maintenance,random_wrong,2,yoanbernabeu--ph-social-media-launch,False,,0.0,0.0,0.0
manufacturing-fjsp-optimization,no_skill,0,,,,0.0,0.0,0.0
manufacturing-fjsp-optimization,gold_skill,0,benchflow-ai--fjsp-baseline-repair-with-downtime-and-policy,True,103,0.009708737864077669,0.0,0.0
manufacturing-fjsp-optimization,retrieved_top1_full,0,tondevrel--ortools,False,520,0.0019230769230769232,0.0,0.0
manufacturing-fjsp-optimization,hard_distractor,0,benchflow-ai--constraint-parser,False,,0.0,0.0,0.0
manufacturing-fjsp-optimization,random_wrong,0,alicoder001--solid,False,,0.0,0.0,0.0
manufacturing-fjsp-optimization,no_skill,1,,,,0.0,0.0,0.0
manufacturing-fjsp-optimization,gold_skill,1,benchflow-ai--fjsp-baseline-repair-with-downtime-and-policy,True,103,0.009708737864077669,0.0,0.0
manufacturing-fjsp-optimization,retrieved_top1_full,1,tondevrel--ortools,False,520,0.0019230769230769232,0.0,0.0
manufacturing-fjsp-optimization,hard_distractor,1,benchflow-ai--constraint-parser,False,,0.0,0.0,0.0
manufacturing-fjsp-optimization,random_wrong,1,tondevrel--mne,False,,0.0,0.0,0.0
manufacturing-fjsp-optimization,no_skill,2,,,,0.0,0.0,0.0
manufacturing-fjsp-optimization,gold_skill,2,benchflow-ai--fjsp-baseline-repair-with-downtime-and-policy,True,103,0.009708737864077669,0.0,0.0
manufacturing-fjsp-optimization,retrieved_top1_full,2,tondevrel--ortools,False,520,0.0019230769230769232,0.0,0.0
manufacturing-fjsp-optimization,hard_distractor,2,benchflow-ai--constraint-parser,False,,0.0,0.0,0.0
manufacturing-fjsp-optimization,random_wrong,2,alsk1992--bridge,False,,0.0,0.0,0.0
mario-coin-counting,no_skill,0,,,,0.0,0.0,0.0
mario-coin-counting,gold_skill,0,benchflow-ai--ffmpeg-keyframe-extraction,True,25,0.04,0.0,1.0
mario-coin-counting,retrieved_top1_full,0,benchflow-ai--video-frame-extraction,False,856,0.0011682242990654205,0.0,0.0
mario-coin-counting,hard_distractor,0,benchflow-ai--video-frame-extraction,False,856,0.0011682242990654205,0.0,0.0
mario-coin-counting,random_wrong,0,athola--skill-authoring,False,,0.0,0.0,0.0
mario-coin-counting,no_skill,1,,,,0.0,0.0,0.0
mario-coin-counting,gold_skill,1,benchflow-ai--ffmpeg-keyframe-extraction,True,25,0.04,0.0,1.0
mario-coin-counting,retrieved_top1_full,1,benchflow-ai--video-frame-extraction,False,856,0.0011682242990654205,0.0,0.0
mario-coin-counting,hard_distractor,1,benchflow-ai--video-frame-extraction,False,856,0.0011682242990654205,0.0,0.0
mario-coin-counting,random_wrong,1,omer-metin--physics-simulation,False,,0.0,0.0,0.0
mario-coin-counting,no_skill,2,,,,0.0,0.0,0.0
mario-coin-counting,gold_skill,2,benchflow-ai--ffmpeg-keyframe-extraction,True,25,0.04,0.0,1.0
mario-coin-counting,retrieved_top1_full,2,benchflow-ai--video-frame-extraction,False,856,0.0011682242990654205,0.0,0.0
mario-coin-counting,hard_distractor,2,benchflow-ai--video-frame-extraction,False,856,0.0011682242990654205,0.0,0.0
mario-coin-counting,random_wrong,2,rysweet--multi-repo,False,,0.0,0.0,0.0
mars-clouds-clustering,no_skill,0,,,,0.0,0.0,0.0
mars-clouds-clustering,gold_skill,0,benchflow-ai--custom-distance-metrics,True,,0.0,0.0,0.0
mars-clouds-clustering,retrieved_top1_full,0,benchflow-ai--custom-distance-metrics,True,,0.0,0.0,0.0
mars-clouds-clustering,hard_distractor,0,chaterm--sql-optimization,False,,0.0,0.0,0.0
mars-clouds-clustering,random_wrong,0,plurigrid--merkle-proof-validation,False,,0.0,0.0,0.0
mars-clouds-clustering,no_skill,1,,,,0.0,0.0,0.0
mars-clouds-clustering,gold_skill,1,benchflow-ai--custom-distance-metrics,True,,0.0,0.0,0.0
mars-clouds-clustering,retrieved_top1_full,1,benchflow-ai--custom-distance-metrics,True,,0.0,0.0,0.0
mars-clouds-clustering,hard_distractor,1,chaterm--sql-optimization,False,,0.0,0.0,0.0
mars-clouds-clustering,random_wrong,1,gonglingrui--story-outliner,False,,0.0,0.0,0.0
mars-clouds-clustering,no_skill,2,,,,0.0,0.0,0.0
mars-clouds-clustering,gold_skill,2,benchflow-ai--custom-distance-metrics,True,,0.0,0.0,0.0
mars-clouds-clustering,retrieved_top1_full,2,benchflow-ai--custom-distance-metrics,True,,0.0,0.0,0.0
mars-clouds-clustering,hard_distractor,2,chaterm--sql-optimization,False,,0.0,0.0,0.0
mars-clouds-clustering,random_wrong,2,levnikolaevich--ln-622-build-auditor,False,,0.0,0.0,0.0
mhc-layer-impl,no_skill,0,,,,0.0,0.0,0.0
mhc-layer-impl,gold_skill,0,benchflow-ai--mhc-algorithm,True,1,1.0,1.0,1.0
mhc-layer-impl,retrieved_top1_full,0,benchflow-ai--modal-gpu,True,821,0.001218026796589525,0.0,0.0
mhc-layer-impl,hard_distractor,0,rawveg--vastai-api,False,,0.0,0.0,0.0
mhc-layer-impl,random_wrong,0,linehaul-ai--wiki-changelog,False,,0.0,0.0,0.0
mhc-layer-impl,no_skill,1,,,,0.0,0.0,0.0
mhc-layer-impl,gold_skill,1,benchflow-ai--mhc-algorithm,True,1,1.0,1.0,1.0
mhc-layer-impl,retrieved_top1_full,1,benchflow-ai--modal-gpu,True,821,0.001218026796589525,0.0,0.0
mhc-layer-impl,hard_distractor,1,rawveg--vastai-api,False,,0.0,0.0,0.0
mhc-layer-impl,random_wrong,1,patricio0312rev--cors-configuration,False,,0.0,0.0,0.0
mhc-layer-impl,no_skill,2,,,,0.0,0.0,0.0
mhc-layer-impl,gold_skill,2,benchflow-ai--mhc-algorithm,True,1,1.0,1.0,1.0
mhc-layer-impl,retrieved_top1_full,2,benchflow-ai--modal-gpu,True,821,0.001218026796589525,0.0,0.0
mhc-layer-impl,hard_distractor,2,rawveg--vastai-api,False,,0.0,0.0,0.0
mhc-layer-impl,random_wrong,2,jeremylongshore--n8n-workflow-generator,False,,0.0,0.0,0.0
multilingual-video-dubbing,no_skill,0,,,,0.0,0.0,0.0
multilingual-video-dubbing,gold_skill,0,benchflow-ai--FFmpeg Audio Processing,True,,0.0,0.0,0.0
multilingual-video-dubbing,retrieved_top1_full,0,fal-ai-community--fal-audio,False,446,0.002242152466367713,0.0,0.0
multilingual-video-dubbing,hard_distractor,0,wlzh--text-to-speech,False,484,0.002066115702479339,0.0,0.0
multilingual-video-dubbing,random_wrong,0,abcfed--codeup,False,954,0.0010482180293501049,0.0,0.0
multilingual-video-dubbing,no_skill,1,,,,0.0,0.0,0.0
multilingual-video-dubbing,gold_skill,1,benchflow-ai--FFmpeg Audio Processing,True,,0.0,0.0,0.0
multilingual-video-dubbing,retrieved_top1_full,1,fal-ai-community--fal-audio,False,446,0.002242152466367713,0.0,0.0
multilingual-video-dubbing,hard_distractor,1,wlzh--text-to-speech,False,484,0.002066115702479339,0.0,0.0
multilingual-video-dubbing,random_wrong,1,ahmed3elshaer--kmp-networking,False,,0.0,0.0,0.0
multilingual-video-dubbing,no_skill,2,,,,0.0,0.0,0.0
multilingual-video-dubbing,gold_skill,2,benchflow-ai--FFmpeg Audio Processing,True,,0.0,0.0,0.0
multilingual-video-dubbing,retrieved_top1_full,2,fal-ai-community--fal-audio,False,446,0.002242152466367713,0.0,0.0
multilingual-video-dubbing,hard_distractor,2,wlzh--text-to-speech,False,484,0.002066115702479339,0.0,0.0
multilingual-video-dubbing,random_wrong,2,illuminated2020--xiaohongshu-posting,False,,0.0,0.0,0.0
offer-letter-generator,no_skill,0,,,,0.0,0.0,0.0
offer-letter-generator,gold_skill,0,benchflow-ai--docx-1,True,1,1.0,1.0,1.0
offer-letter-generator,retrieved_top1_full,0,benchflow-ai--docx-1,True,1,1.0,1.0,1.0
offer-letter-generator,hard_distractor,0,liyecom--docx,False,,0.0,0.0,0.0
offer-letter-generator,random_wrong,0,curiositech--voice-audio-engineer,False,,0.0,0.0,0.0
offer-letter-generator,no_skill,1,,,,0.0,0.0,0.0
offer-letter-generator,gold_skill,1,benchflow-ai--docx-1,True,1,1.0,1.0,1.0
offer-letter-generator,retrieved_top1_full,1,benchflow-ai--docx-1,True,1,1.0,1.0,1.0
offer-letter-generator,hard_distractor,1,liyecom--docx,False,,0.0,0.0,0.0
offer-letter-generator,random_wrong,1,ivanvza--web-scraper,False,336,0.002976190476190476,0.0,0.0
offer-letter-generator,no_skill,2,,,,0.0,0.0,0.0
offer-letter-generator,gold_skill,2,benchflow-ai--docx-1,True,1,1.0,1.0,1.0
offer-letter-generator,retrieved_top1_full,2,benchflow-ai--docx-1,True,1,1.0,1.0,1.0
offer-letter-generator,hard_distractor,2,liyecom--docx,False,,0.0,0.0,0.0
offer-letter-generator,random_wrong,2,kasperjunge--design-solution,False,,0.0,0.0,0.0
organize-messy-files,no_skill,0,,,,0.0,0.0,0.0
organize-messy-files,gold_skill,0,benchflow-ai--docx-2,True,,0.0,0.0,0.0
organize-messy-files,retrieved_top1_full,0,omer-metin--document-ai,False,,0.0,0.0,0.0
organize-messy-files,hard_distractor,0,mofa-org--pdf-processing,False,,0.0,0.0,0.0
organize-messy-files,random_wrong,0,patricio0312rev--rate-limiting-abuse-protection,False,,0.0,0.0,0.0
organize-messy-files,no_skill,1,,,,0.0,0.0,0.0
organize-messy-files,gold_skill,1,benchflow-ai--docx-2,True,,0.0,0.0,0.0
organize-messy-files,retrieved_top1_full,1,omer-metin--document-ai,False,,0.0,0.0,0.0
organize-messy-files,hard_distractor,1,mofa-org--pdf-processing,False,,0.0,0.0,0.0
organize-messy-files,random_wrong,1,alirezarezvani--ms365-tenant-manager,False,,0.0,0.0,0.0
organize-messy-files,no_skill,2,,,,0.0,0.0,0.0
organize-messy-files,gold_skill,2,benchflow-ai--docx-2,True,,0.0,0.0,0.0
organize-messy-files,retrieved_top1_full,2,omer-metin--document-ai,False,,0.0,0.0,0.0
organize-messy-files,hard_distractor,2,mofa-org--pdf-processing,False,,0.0,0.0,0.0
organize-messy-files,random_wrong,2,paulrberg--delayed-command,False,509,0.0019646365422396855,0.0,0.0
paper-anonymizer,no_skill,0,,,,0.0,0.0,0.0
paper-anonymizer,gold_skill,0,benchflow-ai--academic-pdf-redaction,True,1,1.0,1.0,1.0
paper-anonymizer,retrieved_top1_full,0,benchflow-ai--academic-pdf-redaction,True,1,1.0,1.0,1.0
paper-anonymizer,hard_distractor,0,liyecom--pdf,False,482,0.002074688796680498,0.0,0.0
paper-anonymizer,random_wrong,0,cursor--check-compiler-errors,False,,0.0,0.0,0.0
paper-anonymizer,no_skill,1,,,,0.0,0.0,0.0
paper-anonymizer,gold_skill,1,benchflow-ai--academic-pdf-redaction,True,1,1.0,1.0,1.0
paper-anonymizer,retrieved_top1_full,1,benchflow-ai--academic-pdf-redaction,True,1,1.0,1.0,1.0
paper-anonymizer,hard_distractor,1,liyecom--pdf,False,482,0.002074688796680498,0.0,0.0
paper-anonymizer,random_wrong,1,andreadellacorte--groove-utilities-check,False,,0.0,0.0,0.0
paper-anonymizer,no_skill,2,,,,0.0,0.0,0.0
paper-anonymizer,gold_skill,2,benchflow-ai--academic-pdf-redaction,True,1,1.0,1.0,1.0
paper-anonymizer,retrieved_top1_full,2,benchflow-ai--academic-pdf-redaction,True,1,1.0,1.0,1.0
paper-anonymizer,hard_distractor,2,liyecom--pdf,False,482,0.002074688796680498,0.0,0.0
paper-anonymizer,random_wrong,2,duc01226--plan-hard,False,,0.0,0.0,0.0
parallel-tfidf-search,no_skill,0,,,,0.0,0.0,0.0
parallel-tfidf-search,gold_skill,0,benchflow-ai--memory-optimization,True,,0.0,0.0,0.0
parallel-tfidf-search,retrieved_top1_full,0,benchflow-ai--python-parallelization,True,123,0.008130081300813009,0.0,0.0
parallel-tfidf-search,hard_distractor,0,sickn33--culture-index,False,377,0.002652519893899204,0.0,0.0
parallel-tfidf-search,random_wrong,0,sickn33--hig-components-layout,False,,0.0,0.0,0.0
parallel-tfidf-search,no_skill,1,,,,0.0,0.0,0.0
parallel-tfidf-search,gold_skill,1,benchflow-ai--memory-optimization,True,,0.0,0.0,0.0
parallel-tfidf-search,retrieved_top1_full,1,benchflow-ai--python-parallelization,True,123,0.008130081300813009,0.0,0.0
parallel-tfidf-search,hard_distractor,1,sickn33--culture-index,False,377,0.002652519893899204,0.0,0.0
parallel-tfidf-search,random_wrong,1,ar4mirez--doc-coauthoring,False,521,0.0019193857965451055,0.0,0.0
parallel-tfidf-search,no_skill,2,,,,0.0,0.0,0.0
parallel-tfidf-search,gold_skill,2,benchflow-ai--memory-optimization,True,,0.0,0.0,0.0
parallel-tfidf-search,retrieved_top1_full,2,benchflow-ai--python-parallelization,True,123,0.008130081300813009,0.0,0.0
parallel-tfidf-search,hard_distractor,2,sickn33--culture-index,False,377,0.002652519893899204,0.0,0.0
parallel-tfidf-search,random_wrong,2,davila7--string-database,False,,0.0,0.0,0.0
pddl-tpp-planning,no_skill,0,,,,0.0,0.0,0.0
pddl-tpp-planning,gold_skill,0,benchflow-ai--pddl-skills,True,20,0.05,0.0,1.0
pddl-tpp-planning,retrieved_top1_full,0,benchflow-ai--pddl-skills,True,20,0.05,0.0,1.0
pddl-tpp-planning,hard_distractor,0,aaaaqwq--project-planner,False,,0.0,0.0,0.0
pddl-tpp-planning,random_wrong,0,oimiragieo--proactive-audit,False,,0.0,0.0,0.0
pddl-tpp-planning,no_skill,1,,,,0.0,0.0,0.0
pddl-tpp-planning,gold_skill,1,benchflow-ai--pddl-skills,True,20,0.05,0.0,1.0
pddl-tpp-planning,retrieved_top1_full,1,benchflow-ai--pddl-skills,True,20,0.05,0.0,1.0
pddl-tpp-planning,hard_distractor,1,aaaaqwq--project-planner,False,,0.0,0.0,0.0
pddl-tpp-planning,random_wrong,1,thebushidocollective--go-concurrency,False,,0.0,0.0,0.0
pddl-tpp-planning,no_skill,2,,,,0.0,0.0,0.0
pddl-tpp-planning,gold_skill,2,benchflow-ai--pddl-skills,True,20,0.05,0.0,1.0
pddl-tpp-planning,retrieved_top1_full,2,benchflow-ai--pddl-skills,True,20,0.05,0.0,1.0
pddl-tpp-planning,hard_distractor,2,aaaaqwq--project-planner,False,,0.0,0.0,0.0
pddl-tpp-planning,random_wrong,2,terrylica--backup,False,,0.0,0.0,0.0
pdf-excel-diff,no_skill,0,,,,0.0,0.0,0.0
pdf-excel-diff,gold_skill,0,benchflow-ai--pdf-1,True,37,0.02702702702702703,0.0,1.0
pdf-excel-diff,retrieved_top1_full,0,omer-metin--document-ai,False,39,0.02564102564102564,0.0,1.0
pdf-excel-diff,hard_distractor,0,liyecom--pdf,False,137,0.0072992700729927005,0.0,0.0
pdf-excel-diff,random_wrong,0,harlan-zw--quasar-skilld,False,,0.0,0.0,0.0
pdf-excel-diff,no_skill,1,,,,0.0,0.0,0.0
pdf-excel-diff,gold_skill,1,benchflow-ai--pdf-1,True,37,0.02702702702702703,0.0,1.0
pdf-excel-diff,retrieved_top1_full,1,omer-metin--document-ai,False,39,0.02564102564102564,0.0,1.0
pdf-excel-diff,hard_distractor,1,liyecom--pdf,False,137,0.0072992700729927005,0.0,0.0
pdf-excel-diff,random_wrong,1,zenobi-us--cloud-architect,False,,0.0,0.0,0.0
pdf-excel-diff,no_skill,2,,,,0.0,0.0,0.0
pdf-excel-diff,gold_skill,2,benchflow-ai--pdf-1,True,37,0.02702702702702703,0.0,1.0
pdf-excel-diff,retrieved_top1_full,2,omer-metin--document-ai,False,39,0.02564102564102564,0.0,1.0
pdf-excel-diff,hard_distractor,2,liyecom--pdf,False,137,0.0072992700729927005,0.0,0.0
pdf-excel-diff,random_wrong,2,laurigates--configure-tests,False,,0.0,0.0,0.0
pedestrian-traffic-counting,no_skill,0,,,,0.0,0.0,0.0
pedestrian-traffic-counting,gold_skill,0,benchflow-ai--gemini-count-in-video,True,,0.0,0.0,0.0
pedestrian-traffic-counting,retrieved_top1_full,0,benchflow-ai--gemini-count-in-video,True,,0.0,0.0,0.0
pedestrian-traffic-counting,hard_distractor,0,manastalukdar--security-scan,False,,0.0,0.0,0.0
pedestrian-traffic-counting,random_wrong,0,lightfastai--seo,False,,0.0,0.0,0.0
pedestrian-traffic-counting,no_skill,1,,,,0.0,0.0,0.0
pedestrian-traffic-counting,gold_skill,1,benchflow-ai--gemini-count-in-video,True,,0.0,0.0,0.0
pedestrian-traffic-counting,retrieved_top1_full,1,benchflow-ai--gemini-count-in-video,True,,0.0,0.0,0.0
pedestrian-traffic-counting,hard_distractor,1,manastalukdar--security-scan,False,,0.0,0.0,0.0
pedestrian-traffic-counting,random_wrong,1,simota--navigator,False,,0.0,0.0,0.0
pedestrian-traffic-counting,no_skill,2,,,,0.0,0.0,0.0
pedestrian-traffic-counting,gold_skill,2,benchflow-ai--gemini-count-in-video,True,,0.0,0.0,0.0
pedestrian-traffic-counting,retrieved_top1_full,2,benchflow-ai--gemini-count-in-video,True,,0.0,0.0,0.0
pedestrian-traffic-counting,hard_distractor,2,manastalukdar--security-scan,False,,0.0,0.0,0.0
pedestrian-traffic-counting,random_wrong,2,MadAppGang--context-detection,False,,0.0,0.0,0.0
pg-essay-to-audiobook,no_skill,0,,,,0.0,0.0,0.0
pg-essay-to-audiobook,gold_skill,0,benchflow-ai--audiobook,True,10,0.1,1.0,1.0
pg-essay-to-audiobook,retrieved_top1_full,0,wlzh--text-to-speech,False,296,0.0033783783783783786,0.0,0.0
pg-essay-to-audiobook,hard_distractor,0,wlzh--text-to-speech,False,296,0.0033783783783783786,0.0,0.0
pg-essay-to-audiobook,random_wrong,0,karchtho--dockerfile-generator,False,,0.0,0.0,0.0
pg-essay-to-audiobook,no_skill,1,,,,0.0,0.0,0.0
pg-essay-to-audiobook,gold_skill,1,benchflow-ai--audiobook,True,10,0.1,1.0,1.0
pg-essay-to-audiobook,retrieved_top1_full,1,wlzh--text-to-speech,False,296,0.0033783783783783786,0.0,0.0
pg-essay-to-audiobook,hard_distractor,1,wlzh--text-to-speech,False,296,0.0033783783783783786,0.0,0.0
pg-essay-to-audiobook,random_wrong,1,help-me-test--helpmetest-discover,False,,0.0,0.0,0.0
pg-essay-to-audiobook,no_skill,2,,,,0.0,0.0,0.0
pg-essay-to-audiobook,gold_skill,2,benchflow-ai--audiobook,True,10,0.1,1.0,1.0
pg-essay-to-audiobook,retrieved_top1_full,2,wlzh--text-to-speech,False,296,0.0033783783783783786,0.0,0.0
pg-essay-to-audiobook,hard_distractor,2,wlzh--text-to-speech,False,296,0.0033783783783783786,0.0,0.0
pg-essay-to-audiobook,random_wrong,2,vercel-labs--json-render-core,False,,0.0,0.0,0.0
powerlifting-coef-calc,no_skill,0,,,,0.0,0.0,0.0
powerlifting-coef-calc,gold_skill,0,benchflow-ai--powerlifting,True,,0.0,0.0,0.0
powerlifting-coef-calc,retrieved_top1_full,0,vamseeachanta--openpyxl,False,,0.0,0.0,0.0
powerlifting-coef-calc,hard_distractor,0,lc2panda--wps-excel,False,,0.0,0.0,0.0
powerlifting-coef-calc,random_wrong,0,mrsimpson--commit,False,,0.0,0.0,0.0
powerlifting-coef-calc,no_skill,1,,,,0.0,0.0,0.0
powerlifting-coef-calc,gold_skill,1,benchflow-ai--powerlifting,True,,0.0,0.0,0.0
powerlifting-coef-calc,retrieved_top1_full,1,vamseeachanta--openpyxl,False,,0.0,0.0,0.0
powerlifting-coef-calc,hard_distractor,1,lc2panda--wps-excel,False,,0.0,0.0,0.0
powerlifting-coef-calc,random_wrong,1,jabranr--css-best-practices,False,,0.0,0.0,0.0
powerlifting-coef-calc,no_skill,2,,,,0.0,0.0,0.0
powerlifting-coef-calc,gold_skill,2,benchflow-ai--powerlifting,True,,0.0,0.0,0.0
powerlifting-coef-calc,retrieved_top1_full,2,vamseeachanta--openpyxl,False,,0.0,0.0,0.0
powerlifting-coef-calc,hard_distractor,2,lc2panda--wps-excel,False,,0.0,0.0,0.0
powerlifting-coef-calc,random_wrong,2,miketromba--calculator,False,,0.0,0.0,0.0
pptx-reference-formatting,no_skill,0,,,,0.0,0.0,0.0
pptx-reference-formatting,gold_skill,0,benchflow-ai--pptx,True,147,0.006802721088435374,0.0,0.0
pptx-reference-formatting,retrieved_top1_full,0,404kidwiz--pptx-skill,False,10,0.1,1.0,1.0
pptx-reference-formatting,hard_distractor,0,yusuketsunoda--pptx-translation,False,164,0.006097560975609756,0.0,0.0
pptx-reference-formatting,random_wrong,0,block--code-review,False,,0.0,0.0,0.0
pptx-reference-formatting,no_skill,1,,,,0.0,0.0,0.0
pptx-reference-formatting,gold_skill,1,benchflow-ai--pptx,True,147,0.006802721088435374,0.0,0.0
pptx-reference-formatting,retrieved_top1_full,1,404kidwiz--pptx-skill,False,10,0.1,1.0,1.0
pptx-reference-formatting,hard_distractor,1,yusuketsunoda--pptx-translation,False,164,0.006097560975609756,0.0,0.0
pptx-reference-formatting,random_wrong,1,gtmagents--customer-trust-dashboard,False,,0.0,0.0,0.0
pptx-reference-formatting,no_skill,2,,,,0.0,0.0,0.0
pptx-reference-formatting,gold_skill,2,benchflow-ai--pptx,True,147,0.006802721088435374,0.0,0.0
pptx-reference-formatting,retrieved_top1_full,2,404kidwiz--pptx-skill,False,10,0.1,1.0,1.0
pptx-reference-formatting,hard_distractor,2,yusuketsunoda--pptx-translation,False,164,0.006097560975609756,0.0,0.0
pptx-reference-formatting,random_wrong,2,zhanghandong--rust-router,False,,0.0,0.0,0.0
protein-expression-analysis,no_skill,0,,,,0.0,0.0,0.0
protein-expression-analysis,gold_skill,0,benchflow-ai--xlsx-1,True,166,0.006024096385542169,0.0,0.0
protein-expression-analysis,retrieved_top1_full,0,vamseeachanta--openpyxl,False,,0.0,0.0,0.0
protein-expression-analysis,hard_distractor,0,lc2panda--wps-excel,False,,0.0,0.0,0.0
protein-expression-analysis,random_wrong,0,zrt-ai-lab--searchnews,False,,0.0,0.0,0.0
protein-expression-analysis,no_skill,1,,,,0.0,0.0,0.0
protein-expression-analysis,gold_skill,1,benchflow-ai--xlsx-1,True,166,0.006024096385542169,0.0,0.0
protein-expression-analysis,retrieved_top1_full,1,vamseeachanta--openpyxl,False,,0.0,0.0,0.0
protein-expression-analysis,hard_distractor,1,lc2panda--wps-excel,False,,0.0,0.0,0.0
protein-expression-analysis,random_wrong,1,langgenius--backend-code-review,False,,0.0,0.0,0.0
protein-expression-analysis,no_skill,2,,,,0.0,0.0,0.0
protein-expression-analysis,gold_skill,2,benchflow-ai--xlsx-1,True,166,0.006024096385542169,0.0,0.0
protein-expression-analysis,retrieved_top1_full,2,vamseeachanta--openpyxl,False,,0.0,0.0,0.0
protein-expression-analysis,hard_distractor,2,lc2panda--wps-excel,False,,0.0,0.0,0.0
